Event_ID,Event_start,Reaction_start,Impact,Event_end,Event_type,Crash_severity,Incident_type,Conflict_type,Narrative
61426963,0,1400,2700,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426942,0,500,900,2100,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151568670,0,,2000,3600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
129878720,0,5900,5700,7800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
138214912,0,2000,3900,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568464,0,400,2200,2900,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
61432389,0,600,1900,4500,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151866510,0,700,2500,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
134934906,0,,3700,5400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
131795642,0,500,1200,2300,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151866520,0,0,600,800,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
150884010,0,700,4200,5200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
61426806,0,0,800,2500,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151568710,0,9000,9100,10500,Crash,III  - Minor Crash,"Backing, fixed object",Conflict with parked vehicle,
61385913,0,2000,4500,6900,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151609727,0,1400,2000,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
2834107,0,3500,3800,4500,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
151606614,0,1300,1900,2200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
142565026,0,800,4200,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61432384,0,400,700,3200,Near-Crash,Not a Crash,Pedalcyclist-related,Conflict with pedalcyclist,"A near-crash occurred involving a conflict between a vehicle and a pedalcyclist (bicyclist) in a business/industrial area during daylight hours. The traffic was flowing with some restrictions, and there were no adverse weather conditions or surface issues, as the road was dry. Despite these favorable conditions, the vehicle came close to colliding with the bicyclist, highlighting the need for increased vigilance and safety measures to protect vulnerable road users."
131821500,0,700,1700,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151859800,0,2400,3100,4700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151581848,0,2100,3300,4400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
142005165,0,100,3100,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859789,0,400,1500,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151854724,0,200,5200,9900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151593373,0,2900,4400,6600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
61426921,0,600,1800,2100,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
61426775,0,700,2300,4100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
30879244,0,900,1500,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856567,0,3000,4800,9800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
131795643,0,400,1400,2100,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
61426944,0,800,2300,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
115730585,0,2100,2700,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128888407,0,1900,2100,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426961,0,5000,6200,6900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151866525,0,2300,2800,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426990,0,2800,4100,5100,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
61426789,0,0,700,3400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61426821,0,400,800,1200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61427024,0,900,2200,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135124418,0,6400,6200,7000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
138230791,0,1600,3600,4000,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
128888405,0,2300,3900,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568925,0,1600,2400,3200,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
2880466,0,300,3800,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138629914,0,1500,4000,6600,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
138220689,0,300,2100,2500,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151859779,0,600,4100,8600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
61427013,0,3100,4700,5300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61432339,0,1700,2400,2800,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
10556974,0,1400,2100,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128888415,0,300,2500,4200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
138351616,0,1100,2100,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151582039,0,,4500,6600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151581049,0,3500,6100,6700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
133190054,0,700,1800,2400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
131785459,0,,2000,3100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
132371108,0,,3000,4800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
135449596,0,200,2200,2600,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
115730584,0,1100,3700,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116162985,0,400,1900,3200,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
116163182,0,2400,2600,3200,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151607854,0,1000,1600,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
115728040,0,3500,3900,5000,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151097884,0,1900,2700,3200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
132520923,0,,1600,2800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151859535,0,1400,3600,4500,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151573782,0,1300,2700,3200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61426777,0,500,2400,4400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
61216937,0,,3800,4500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151570819,0,2600,4300,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569740,0,3800,4600,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
64553426,0,2000,2400,5200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61386950,0,100,2500,3000,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151551902,0,,2200,4000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
131648740,0,5200,5100,6000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
128906378,0,600,1700,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151352120,0,,3900,5100,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
151859924,0,300,1000,2500,Near-Crash,Not a Crash,Pedalcyclist-related,Conflict with pedalcyclist,
61385931,0,2200,4600,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
64553433,0,300,1000,2200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with parked vehicle,
138309823,0,,1900,3300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151565099,0,2400,4900,6300,Near-Crash,Not a Crash,"Rear-end, struck",Conflict with a following vehicle,
142043232,0,1800,2500,4000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151600326,0,5200,8300,8400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568808,0,300,1900,2100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61432326,0,900,2100,3600,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
138364347,0,4100,6800,7300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859435,0,600,3900,6200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151860040,0,3600,5500,6400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138592602,0,2600,2800,3700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
135124465,0,2500,2400,4200,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
135946598,0,100,3800,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151573572,0,1400,2600,3400,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
132522471,0,1300,3900,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151864960,0,700,1500,1900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
138316996,0,1200,1800,3000,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
61432365,0,300,600,3500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151573801,0,800,1700,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35258324,0,2600,3900,4900,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151569105,0,200,1200,2400,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
60631699,0,500,3000,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
60632640,0,2100,3500,5300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151580975,0,1900,3700,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
64553431,0,0,1400,2200,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151586123,0,2600,3700,5200,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151865089,0,1600,1900,3000,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151570687,0,,3500,6400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151600560,0,1900,2900,3100,Near-Crash,Not a Crash,"Rear-end, struck",Conflict with vehicle in adjacent lane,
151600562,0,3800,6000,6600,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151590860,0,700,3400,3600,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151864750,0,900,3300,4200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151600652,0,1400,2800,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151878872,0,400,3300,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151589516,0,4600,6000,6400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
9886402,0,2800,3000,3200,Crash,I - Most Severe,Road departure (left or right),Single vehicle conflict,
2880464,0,2800,3700,4500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151603451,0,1000,1300,2200,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151568886,0,500,2200,4700,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
151864986,0,1400,1600,2400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151856704,0,,1000,4300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
35257227,0,,4100,5800,Crash,III  - Minor Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859817,0,1300,4600,6200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138364411,0,200,1200,2000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
135946599,0,700,4200,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142043235,0,1400,1600,2400,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151594443,0,1200,3800,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
